,Player Name,MP,Gls,Ast,CRDY,CRDR,CMP,Att,Sh,SoT,distance,FK,TKL,Dribbles,Blocks,Touches,Attp,Succ,Carries,Receiving,season
0,Patrick van Aanholt,29,3,2,0,0,1241,1595,26,5,21.7,3,43,50,31,1870,38,16,830,994,2019-2020
1,Max Aarons,36,0,1,7,0,1332,1711,14,4,17.2,0,48,36,46,2144,99,48,1259,1253,2019-2020
2,Tammy Abraham,34,15,3,2,0,275,418,88,35,11.6,0,8,14,20,722,35,16,333,479,2019-2020
3,Che Adams,30,4,2,0,0,162,263,36,9,15.2,0,6,4,9,418,25,18,232,298,2019-2020
4,Adrián,11,0,0,1,0,238,311,0,0,,0,1,1,0,331,0,0,193,152,2019-2020
5,Sergio Agüero,24,16,3,1,0,286,365,73,24,13.7,0,7,8,9,544,40,24,405,436,2019-2020
6,Albian Ajeti,9,0,0,0,0,12,15,3,0,15.7,0,1,0,0,28,2,0,17,22,2019-2020
7,Nathan Aké,29,2,2,2,0,1079,1238,25,7,10.3,0,31,23,40,1557,3,3,958,922,2019-2020
8,Marc Albrighton,20,0,3,2,0,339,499,10,2,20.7,0,24,30,19,618,33,14,393,423,2019-2020
9,Toby Alderweireld,33,2,2,7,0,1630,2009,16,4,12.6,0,40,24,48,2349,1,0,1460,1566,2019-2020
10,Trent Alexander-Arnold,38,4,13,5,0,2278,3230,44,13,22.6,13,55,78,27,3582,51,21,2136,2281,2019-2020
11,Alisson,29,0,1,0,1,820,947,0,0,,0,0,2,0,992,0,0,600,495,2019-2020
12,Dele Alli,25,8,4,2,0,632,841,41,18,14.9,0,34,37,35,1128,66,29,707,760,2019-2020
13,Miguel Almirón,36,4,2,5,0,681,884,56,17,16.2,0,60,52,25,1291,93,46,929,881,2019-2020
14,Marcos Alonso,18,4,2,4,0,916,1136,30,8,16.5,1,28,33,18,1341,19,12,787,833,2019-2020
15,Steven Alzate,19,0,0,1,0,556,661,13,3,18.3,0,33,27,18,831,47,35,456,545,2019-2020
16,Ibrahim Amadou,11,0,0,1,0,324,374,6,1,17.6,0,18,11,8,480,2,2,290,303,2019-2020
17,Felipe Anderson,25,1,4,1,0,727,945,23,8,17.1,0,46,47,19,1168,92,63,764,884,2019-2020
18,Florin Andone,3,1,0,0,1,7,12,1,1,7.8,0,1,1,1,34,7,2,19,17,2019-2020
19,Angeliño,6,0,0,1,0,333,429,5,0,19.8,0,5,7,1,478,5,4,333,338,2019-2020
20,Faustino Anjorin,1,0,0,0,0,7,7,1,0,31.8,0,0,0,1,12,2,1,8,8,2019-2020
21,Michail Antonio,24,10,3,3,0,329,524,67,30,13.7,0,13,14,17,818,103,65,494,599,2019-2020
22,Stuart Armstrong,30,5,3,4,0,464,616,46,20,21.2,0,32,38,22,889,53,30,470,544,2019-2020
23,Kepa Arrizabalaga,33,0,0,0,0,896,1095,0,0,,0,1,2,0,1138,0,0,672,644,2019-2020
24,Christian Atsu,19,0,3,2,0,167,218,5,1,19.1,0,10,14,19,333,36,16,217,209,2019-2020
25,Pierre-Emerick Aubameyang,36,22,3,3,1,614,912,91,40,15.5,2,31,51,39,1233,38,17,727,928,2019-2020
26,Serge Aurier,33,1,5,4,1,1263,1676,13,4,19.1,0,93,69,38,2078,64,39,1148,1144,2019-2020
27,Jordan Ayew,37,9,2,6,0,673,853,58,24,14.8,0,48,49,29,1300,117,73,801,950,2019-2020
28,César Azpilicueta,36,2,6,1,0,2317,2943,29,6,13.8,0,86,69,56,3347,21,12,1738,2152,2019-2020
29,Eric Bailly,4,0,0,0,0,70,78,0,0,,0,0,1,3,92,1,1,46,54,2019-2020
30,Leighton Baines,8,0,0,0,0,176,218,1,0,31.0,1,10,10,5,264,4,2,118,147,2019-2020
31,Fabián Balbuena,17,1,0,2,0,365,512,10,4,8.9,0,17,25,15,673,2,2,302,334,2019-2020
32,George Baldock,38,2,3,7,0,1143,1522,13,4,16.9,0,62,47,26,1908,70,42,884,1036,2019-2020
33,Phil Bardsley,21,0,1,6,0,604,921,11,4,25.4,0,49,37,24,1154,7,4,401,485,2019-2020
34,Ross Barkley,21,1,4,0,0,555,635,40,12,22.4,5,16,18,7,772,40,27,520,610,2019-2020
35,Ashley Barnes,19,6,0,4,0,138,259,39,11,15.9,0,10,9,7,418,14,6,270,335,2019-2020
36,Harvey Barnes,36,6,8,0,0,562,745,61,28,16.7,0,16,23,13,997,81,43,721,810,2019-2020
37,Chris Basham,38,0,1,4,0,1091,1546,6,0,13.5,0,85,81,38,2030,37,24,716,894,2019-2020
38,Borja Bastón,2,0,0,0,0,4,6,0,0,,0,1,2,1,8,0,0,1,4,2019-2020
39,Michy Batshuayi,16,1,1,0,0,64,78,15,2,13.8,0,4,5,1,125,8,4,79,88,2019-2020
40,Jan Bednarek,34,1,1,4,0,1183,1595,7,1,7.8,0,65,61,44,2033,2,2,806,962,2019-2020
41,Héctor Bellerín,15,1,0,2,0,575,711,7,2,16.9,0,20,29,20,846,31,18,435,505,2019-2020
42,Ryan Bennett,11,0,0,2,0,182,245,1,0,10.8,0,4,6,14,316,0,0,109,157,2019-2020
43,Ryan Bennett,5,0,0,0,0,179,227,0,0,,0,5,6,3,256,0,0,115,158,2019-2020
44,Nabil Bentaleb,12,0,0,2,0,348,409,4,0,29.5,0,23,25,9,496,10,8,243,293,2019-2020
45,Christian Benteke,24,2,1,4,1,184,342,41,19,13.2,0,9,10,11,530,23,19,232,399,2019-2020
46,Jóhann Berg Guðmundsson,12,1,1,0,0,134,196,10,2,15.5,2,4,8,8,254,6,5,155,162,2019-2020
47,Sander Berge,14,1,1,0,0,298,392,5,2,13.5,0,22,10,15,502,20,15,261,309,2019-2020
48,Steven Bergwijn,14,3,1,2,0,216,256,9,4,15.1,0,10,12,12,340,18,8,226,233,2019-2020
49,Bernard,27,3,2,2,0,423,578,12,5,16.6,1,32,44,22,762,50,30,519,537,2019-2020
50,Bernardo,14,0,0,1,0,286,395,7,2,17.6,0,27,17,7,495,12,8,238,278,2019-2020
51,Ryan Bertrand,32,1,1,3,1,1250,1702,18,3,19.4,1,47,58,27,1972,24,11,890,1044,2019-2020
52,Muhamed Bešić,9,0,0,2,0,84,107,4,2,20.9,0,8,5,4,143,7,7,63,77,2019-2020
53,Philip Billing,34,1,1,8,0,879,1216,33,8,20.7,1,72,65,59,1673,35,22,873,905,2019-2020
54,Yves Bissouma,22,1,0,4,0,529,629,16,7,28.1,0,49,40,18,834,48,32,500,545,2019-2020
55,Willy Boly,22,0,1,3,1,798,991,5,3,11.6,0,57,43,28,1264,11,9,588,725,2019-2020
56,Gaëtan Bong,4,0,0,0,0,25,35,0,0,,0,1,0,1,41,2,1,26,31,2019-2020
57,Sofiane Boufal,20,0,2,2,0,232,321,18,7,21.3,0,16,15,17,496,86,53,350,372,2019-2020
58,Jarrod Bowen,13,1,4,0,0,179,273,24,7,18.0,0,19,17,6,406,39,15,276,249,2019-2020
59,Robbie Brady,17,1,2,1,0,100,169,12,1,15.8,2,11,10,10,245,10,6,123,139,2019-2020
60,Jarrad Branthwaite,4,0,0,0,0,196,223,0,0,,0,8,5,6,259,1,1,153,185,2019-2020
61,Claudio Bravo,4,0,0,0,0,107,136,0,0,,0,0,0,0,139,1,1,87,78,2019-2020
62,Armando Broja,1,0,0,0,0,1,1,0,0,,0,0,0,0,2,0,0,4,4,2019-2020
63,David Brooks,9,1,0,1,0,121,180,6,2,23.9,1,5,14,5,226,24,12,137,163,2019-2020
64,Josh Brownhill,10,0,0,2,0,275,338,6,0,18.9,1,14,13,9,422,8,7,183,241,2019-2020
65,Emi Buendía,36,1,7,6,1,1188,1604,40,11,22.8,10,82,118,58,2023,142,102,1302,1344,2019-2020
66,Dan Burn,34,0,0,5,0,1392,1884,12,0,13.4,0,67,53,44,2290,40,19,1025,1342,2019-2020
67,Sam Byram,17,0,0,4,0,609,771,15,2,11.4,0,40,37,16,1007,15,6,459,505,2019-2020
68,Willy Caballero,5,0,0,0,0,124,164,0,0,,0,0,0,0,176,0,0,116,109,2019-2020
69,Gary Cahill,25,0,1,1,0,857,1009,21,5,12.3,0,15,15,34,1257,5,4,627,744,2019-2020
70,Dominic Calvert-Lewin,36,13,1,9,0,359,577,85,38,12.9,0,7,10,15,922,27,14,511,736,2019-2020
71,Víctor Camarasa,1,0,0,0,0,3,3,0,0,,0,0,0,0,3,0,0,2,3,2019-2020
72,João Cancelo,17,0,0,4,0,1015,1157,15,3,23.9,0,40,40,9,1309,53,37,949,937,2019-2020
73,Todd Cantwell,37,6,2,6,0,886,1110,42,16,16.1,0,51,73,38,1480,78,49,991,1099,2019-2020
74,Étienne Capoue,30,0,3,8,0,1180,1465,19,1,26.9,2,75,85,30,1797,40,23,912,999,2019-2020
75,Andy Carroll,19,0,4,1,0,129,214,16,3,14.3,0,5,8,2,316,11,6,133,236,2019-2020
76,Jonny Castro,35,2,2,4,0,1177,1451,18,5,19.0,0,91,82,45,1871,71,32,855,1024,2019-2020
77,Craig Cathcart,29,0,0,7,0,742,922,2,1,10.8,0,41,24,19,1194,7,4,583,591,2019-2020
78,Dani Ceballos,24,0,2,1,0,1114,1329,13,3,22.8,0,45,61,14,1510,36,27,1012,1089,2019-2020
79,Nathaniel Chalobah,22,0,1,1,0,261,370,9,0,23.3,2,30,27,10,500,9,5,227,250,2019-2020
80,Calum Chambers,14,1,1,5,0,732,915,12,2,12.0,0,26,16,13,1067,17,11,563,697,2019-2020
81,Ben Chilwell,27,3,3,3,0,1544,2021,16,6,19.1,0,43,52,30,2329,50,19,1427,1537,2019-2020
82,Tahith Chong,3,0,0,0,0,9,14,1,0,14.1,0,0,0,0,20,2,1,15,16,2019-2020
83,Hamza Choudhury,20,1,1,4,1,428,501,7,2,16.2,0,17,25,15,619,10,3,381,402,2019-2020
84,Andreas Christensen,21,0,0,5,0,1199,1314,7,2,12.7,0,38,21,12,1484,4,4,983,1066,2019-2020
85,Ciaran Clark,14,2,0,3,0,260,337,6,4,8.3,0,20,15,18,496,7,6,207,214,2019-2020
86,Leon Clarke,2,0,0,0,0,4,6,1,0,9.6,0,0,0,0,10,0,0,2,7,2019-2020
87,Tom Cleverley,18,1,0,2,0,369,467,17,5,17.8,0,28,36,13,584,11,7,308,363,2019-2020
88,Conor Coady,38,0,0,5,0,1573,1853,0,0,,0,36,30,22,2082,5,4,1184,1371,2019-2020
89,Séamus Coleman,27,0,1,5,1,827,1087,8,3,16.0,0,42,25,21,1322,58,38,691,692,2019-2020
90,Aaron Connolly,24,3,1,0,0,113,155,38,13,16.2,0,7,10,11,318,20,6,198,225,2019-2020
91,Lewis Cook,27,0,0,5,0,572,739,9,2,25.3,0,27,47,17,894,38,24,579,599,2019-2020
92,Steve Cook,29,1,0,6,1,1016,1296,11,2,12.1,0,22,20,32,1593,3,3,858,905,2019-2020
93,Jack Cork,30,0,0,1,0,725,941,18,5,15.1,0,35,62,34,1220,33,26,567,675,2019-2020
94,Aaron Cresswell,31,3,0,7,0,1232,1705,17,5,21.7,7,43,46,33,1975,34,11,934,1043,2019-2020
95,Patrick Cutrone,12,2,0,0,0,42,65,11,4,13.8,0,4,5,1,102,5,3,51,57,2019-2020
96,Diogo Dalot,4,0,0,0,0,51,67,1,0,9.0,0,3,4,1,80,3,0,36,48,2019-2020
97,Charlie Daniels,2,0,0,0,0,36,50,0,0,,0,1,1,2,61,0,0,37,29,2019-2020
98,Arnaut Danjuma,14,0,0,0,0,183,233,13,4,19.0,1,4,4,2,306,38,21,227,239,2019-2020
99,Scott Dann,16,0,1,0,0,475,586,8,2,9.3,0,8,14,9,704,6,5,332,388,2019-2020
100,Kevin Danso,6,0,1,2,1,116,167,1,0,10.5,0,6,7,7,203,7,3,88,109,2019-2020
101,Ben Davies,18,0,0,6,0,733,978,7,1,23.1,0,28,21,28,1144,18,9,600,643,2019-2020
102,Tom Davies,30,1,0,8,0,687,893,17,5,17.1,0,38,55,12,1119,30,21,611,698,2019-2020
103,Keinan Davis,18,0,0,0,0,101,139,17,5,9.6,0,1,3,4,217,20,14,148,172,2019-2020
104,Craig Dawson,29,2,0,6,0,741,962,26,7,10.6,0,29,31,41,1252,4,3,622,665,2019-2020
105,Kevin De Bruyne,35,13,20,3,0,1665,2261,97,29,21.8,11,45,66,26,2595,81,48,1785,1939,2019-2020
106,Troy Deeney,27,10,2,3,0,386,727,39,16,16.0,0,19,29,13,961,20,10,402,717,2019-2020
107,Fabian Delph,16,0,0,5,1,682,793,3,0,30.9,0,26,22,12,909,26,21,574,620,2019-2020
108,Leander Dendoncker,38,4,0,5,0,1108,1339,20,5,14.7,0,68,67,39,1640,21,16,767,1026,2019-2020
109,Gerard Deulofeu,28,4,5,3,0,598,829,63,20,18.8,8,33,59,10,1112,105,62,751,749,2019-2020
110,Eric Dier,19,0,2,5,0,738,922,8,1,15.6,1,21,20,14,1082,4,4,662,729,2019-2020
111,Lucas Digne,35,0,7,6,0,1371,2020,29,4,24.4,13,73,68,39,2376,36,23,1009,1112,2019-2020
112,Issa Diop,32,3,1,8,0,762,979,15,6,9.2,0,27,25,37,1317,7,5,630,629,2019-2020
113,Moussa Djenepo,18,2,2,4,1,188,270,20,7,18.1,0,27,21,15,461,66,44,291,306,2019-2020
114,Matt Doherty,36,4,3,1,0,1392,1854,35,15,11.2,0,55,41,34,2196,48,28,954,1332,2019-2020
115,Abdoulaye Doucouré,37,4,2,9,0,1320,1712,61,12,18.3,0,64,57,46,2090,67,40,1241,1353,2019-2020
116,Tommy Doyle,1,0,0,0,0,20,20,1,1,20.9,0,0,1,0,21,0,0,14,20,2019-2020
117,Danny Drinkwater,4,0,0,1,0,138,169,2,0,18.3,0,5,18,5,200,4,1,97,123,2019-2020
118,Danny Drinkwater,1,0,0,0,0,14,24,0,0,,0,2,1,0,28,0,0,9,9,2019-2020
119,Josip Drmić,21,1,0,0,1,125,165,14,5,13.4,0,3,8,6,241,14,6,129,160,2019-2020
120,Martin Dúbravka,38,0,0,0,0,609,1097,0,0,,0,1,2,2,1198,0,0,508,331,2019-2020
121,Ondrej Duda,10,0,0,0,0,295,382,10,3,22.1,2,18,16,10,470,10,6,266,317,2019-2020
122,Shane Duffy,19,1,0,2,0,521,647,7,1,10.9,0,18,17,13,807,4,3,357,458,2019-2020
123,Paul Dummett,16,0,0,2,0,359,506,2,2,20.4,0,27,27,23,671,2,1,264,333,2019-2020
124,Lewis Dunk,36,3,3,9,0,1991,2298,31,10,11.8,5,40,34,55,2655,7,5,1506,1760,2019-2020
125,Ederson,35,0,0,3,1,949,1082,0,0,,0,2,5,0,1148,0,0,800,667,2019-2020
126,John Egan,36,2,0,5,1,1040,1302,27,4,9.4,0,44,45,39,1682,2,1,688,821,2019-2020
127,Harvey Elliott,2,0,0,0,0,11,15,0,0,,0,0,0,0,16,2,1,11,11,2019-2020
128,Ahmed Elmohamady,18,1,1,1,0,496,657,5,1,11.1,0,19,21,11,753,11,7,386,438,2019-2020
129,Björn Engels,17,1,0,1,0,548,653,8,1,7.8,0,11,13,18,819,1,1,426,482,2019-2020
130,Christian Eriksen,20,2,2,5,0,563,761,26,9,25.1,7,19,24,10,881,2,0,519,579,2019-2020
131,Jonny Evans,38,1,1,8,1,2178,2518,23,8,8.4,0,48,39,33,2899,8,6,1810,1926,2019-2020
132,Łukasz Fabiański,25,0,0,1,0,386,678,0,0,,0,2,4,0,720,1,1,366,218,2019-2020
133,Fabinho,28,2,3,6,0,1381,1593,12,4,28.7,2,62,67,25,1783,12,9,1137,1256,2019-2020
134,Ralf Fährmann,1,0,0,0,0,7,10,0,0,,0,0,0,0,12,0,0,5,4,2019-2020
135,Akin Famewo,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2019-2020
136,Kiko Femenía,28,0,0,5,0,988,1290,5,1,27.2,0,68,80,16,1510,32,19,743,754,2019-2020
137,Bruno Fernandes,14,8,7,2,0,607,861,40,14,24.6,7,22,38,6,1006,21,15,554,737,2019-2020
138,Gedson Fernandes,7,0,0,0,0,39,53,1,0,26.4,0,2,2,2,71,8,2,46,46,2019-2020
139,Federico Fernández,32,2,2,8,0,929,1246,15,7,11.5,0,42,46,41,1614,16,10,831,860,2019-2020
140,Fernandinho,30,0,1,9,2,2008,2244,17,2,14.9,0,50,48,28,2492,13,13,1855,1880,2019-2020
141,Roberto Firmino,38,9,8,0,0,941,1189,99,38,13.7,0,37,43,34,1558,90,52,1082,1203,2019-2020
142,John Fleck,30,5,2,8,0,842,1164,31,11,20.1,0,36,64,25,1414,60,44,607,866,2019-2020
143,Phil Foden,23,5,2,0,0,446,528,34,14,16.8,0,14,19,5,628,30,25,454,524,2019-2020
144,Pablo Fornals,36,2,5,3,0,678,909,36,11,18.1,0,46,64,35,1159,33,15,687,783,2019-2020
145,Ben Foster,38,0,0,1,0,552,1221,1,1,10.0,0,1,3,1,1320,2,2,623,386,2019-2020
146,Timothy Fosu-Mensah,3,0,0,1,0,60,73,1,0,11.2,0,1,4,0,84,2,1,42,56,2019-2020
147,Dimitri Foulquier,3,0,0,0,0,9,12,0,0,,0,1,0,1,21,2,2,9,9,2019-2020
148,Juan Foyth,4,0,0,1,0,54,65,0,0,,0,7,4,1,80,4,2,45,43,2019-2020
149,Simon Francis,15,0,0,5,1,426,567,3,0,12.5,0,13,21,17,711,7,4,407,387,2019-2020
150,Ryan Fraser,28,1,4,2,0,658,964,27,11,17.2,2,12,22,15,1129,24,12,800,786,2019-2020
151,Fred,29,0,0,8,0,1482,1742,40,10,24.5,3,60,100,44,2059,53,40,1154,1395,2019-2020
152,Ryan Fredericks,27,0,3,7,0,797,1122,3,0,20.6,0,82,64,20,1396,31,11,637,705,2019-2020
153,Kieron Freeman,2,0,0,0,0,1,1,0,0,,0,0,0,0,2,0,0,1,1,2019-2020
154,Luke Freeman,11,0,0,2,0,112,148,3,0,29.5,0,6,8,1,202,12,8,117,128,2019-2020
155,Christian Fuchs,11,0,0,0,0,517,657,5,1,25.8,2,14,19,8,753,5,2,391,476,2019-2020
156,Eric García,13,0,0,1,0,680,731,2,1,7.1,0,6,9,2,801,8,6,614,649,2019-2020
157,James Garner,1,0,0,0,0,14,14,0,0,,0,0,1,0,15,0,0,7,13,2019-2020
158,Dwight Gayle,20,4,2,2,0,103,151,23,10,11.9,1,12,8,5,236,3,2,125,156,2019-2020
159,Paulo Gazzaniga,18,0,0,1,0,334,522,0,0,,0,0,0,0,561,0,0,297,232,2019-2020
160,Jean-Philippe Gbamin,2,0,0,0,0,50,70,0,0,,0,4,2,1,87,3,2,54,56,2019-2020
161,David de Gea,38,0,0,2,0,736,941,0,0,,0,0,0,0,1000,0,0,444,370,2019-2020
162,Anwar El Ghazi,34,4,4,3,0,390,607,51,19,18.9,5,20,26,10,840,52,29,501,604,2019-2020
163,Morgan Gibbs-White,7,0,0,0,0,64,83,2,0,14.2,0,0,0,0,94,3,1,58,78,2019-2020
164,Billy Gilmour,6,0,0,0,0,155,173,1,0,26.2,0,5,4,2,196,5,2,106,151,2019-2020
165,Olivier Giroud,18,8,0,1,0,204,301,39,19,11.5,1,8,11,14,416,4,3,179,307,2019-2020
166,Ben Godfrey,30,0,0,3,1,1470,1675,15,6,18.2,0,22,18,41,1974,12,8,1309,1362,2019-2020
167,André Gomes,19,0,1,6,0,726,867,5,0,23.5,0,22,62,20,984,35,25,620,700,2019-2020
168,Angel Gomes,2,0,0,0,0,11,13,0,0,,0,0,0,1,16,0,0,12,15,2019-2020
169,Joe Gomez,28,0,0,7,0,1766,2015,1,0,30.4,0,23,20,15,2185,11,8,1591,1605,2019-2020
170,Anthony Gordon,11,0,1,0,0,93,121,6,1,20.8,0,11,15,6,191,16,11,117,126,2019-2020
171,Dan Gosling,24,3,1,3,0,407,527,13,6,11.6,0,26,27,31,721,14,4,414,442,2019-2020
172,Andre Gray,23,2,0,1,0,98,155,19,6,12.7,0,4,3,4,235,11,6,147,173,2019-2020
173,Demarai Gray,21,2,3,1,0,265,327,22,7,19.8,3,12,12,7,439,25,10,312,324,2019-2020
174,Jack Grealish,36,8,6,8,0,1219,1546,72,23,18.5,1,29,34,33,1933,117,73,1381,1438,2019-2020
175,Mason Greenwood,31,10,1,0,0,427,506,39,20,17.0,0,17,20,9,633,32,21,393,507,2019-2020
